inputs;outputs
0.0, 0.47873163186388246, 0.45313710302091403, 0.07513555383423702, 0.0015467904098994587, 0.0448569218870843, 0.9181818181818182, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, -7.733952049497294E-4, 0.030935808197989172, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.47409126063418405, 0.45313710302091403, 0.07513555383423702, 7.733952049497294E-4, 0.04408352668213457, 0.9181818181818182, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, -7.733952049497294E-4, 0.029389017788089715, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.45243619489559167, 0.4407436096049574, 0.07513555383423702, 0.0030935808197989174, 0.04331013147718484, 0.9136363636363637, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, -7.733952049497294E-4, 0.027842227378190254, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.44934261407579273, 0.4407436096049574, 0.07513555383423702, 0.002320185614849188, 0.042536736272235115, 0.9136363636363637, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, -7.733952049497294E-4, 0.026295436968290797, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.4462490332559938, 0.4407436096049574, 0.07513555383423702, 0.0015467904098994587, 0.04176334106728538, 0.9136363636363637, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.04021655065738593, 0.02474864655839134, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.4431554524361949, 0.4407436096049574, 0.07513555383423702, 7.733952049497294E-4, 0.040989945862335654, 0.9136363636363637, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.038669760247486466, 0.02320185614849188, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.440061871616396, 0.42835011618900076, 0.07513555383423702, 0.0030935808197989174, 0.04021655065738593, 0.9090909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.037122969837587005, 0.02165506573859242, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.43696829079659705, 0.42835011618900076, 0.07513555383423702, 0.002320185614849188, 0.03944315545243619, 0.9090909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.03557617942768755, 0.020108275328692964, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.43387470997679817, 0.42835011618900076, 0.07513555383423702, 0.0015467904098994587, 0.038669760247486466, 0.9090909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.03402938901778809, 0.018561484918793503, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.43078112915699923, 0.42835011618900076, 0.07513555383423702, 7.733952049497294E-4, 0.03789636504253674, 0.9090909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.03248259860788863, 0.017014694508894045, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.4276875483372003, 0.35321456235476373, 0.07513555383423702, 0.0030935808197989174, 0.037122969837587005, 0.9045454545454545, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.030935808197989172, 0.015467904098994586, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.4245939675174014, 0.35321456235476373, 0.07513555383423702, 0.002320185614849188, 0.03634957463263728, 0.9045454545454545, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.029389017788089715, 0.013921113689095127, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.4215003866976025, 0.35321456235476373, 0.07513555383423702, 0.0015467904098994587, 0.03557617942768755, 0.9045454545454545, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.027842227378190254, 0.01237432327919567, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.41840680587780354, 0.35321456235476373, 0.07513555383423702, 7.733952049497294E-4, 0.03480278422273782, 0.9045454545454545, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.026295436968290797, 0.01082753286929621, -7.733952049497294E-4, 0.6666666666666666, 0.0, 0.0, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.35266821345707655, 0.34082106893880715, 0.07513555383423702, 0.0030935808197989174, 0.03402938901778809, 0.9, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, -7.733952049497294E-4, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.34957463263727767, 0.34082106893880715, 0.07513555383423702, 0.002320185614849188, 0.033255993812838364, 0.9, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, -7.733952049497294E-4, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.34648105181747874, 0.34082106893880715, 0.07513555383423702, 0.0015467904098994587, 0.03248259860788863, 0.9, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, -7.733952049497294E-4, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.3433874709976798, 0.34082106893880715, 0.07513555383423702, 7.733952049497294E-4, 0.0317092034029389, 0.9, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, -7.733952049497294E-4, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.3402938901778809, 0.3284275755228505, 0.07513555383423702, 0.0030935808197989174, 0.030935808197989172, 0.8954545454545455, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, -7.733952049497294E-4, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.337200309358082, 0.3284275755228505, 0.07513555383423702, 0.002320185614849188, 0.030162412993039442, 0.8954545454545455, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, -7.733952049497294E-4, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.33410672853828305, 0.3284275755228505, 0.07513555383423702, 0.0015467904098994587, 0.029389017788089715, 0.8954545454545455, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, -7.733952049497294E-4, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.33101314771848417, 0.3284275755228505, 0.07513555383423702, 7.733952049497294E-4, 0.028615622583139984, 0.8954545454545455, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, -7.733952049497294E-4, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.32791956689868523, 0.26955848179705655, 0.07513555383423702, 0.0030935808197989174, 0.027842227378190254, 0.8909090909090909, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, -7.733952049497294E-4, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.3248259860788863, 0.26955848179705655, 0.07513555383423702, 0.002320185614849188, 0.027068832173240527, 0.8909090909090909, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, -7.733952049497294E-4, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0;1.0, 0.0, 0.0, 0.0
0.0, 0.3217324052590874, 0.26955848179705655, 0.07513555383423702, 0.0015467904098994587, 0.026295436968290797, 0.8909090909090909, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.3186388244392885, 0.26955848179705655, 0.07513555383423702, 7.733952049497294E-4, 0.025522041763341066, 0.8909090909090909, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.2691415313225058, 0.24167312161115415, 0.07513555383423702, 0.0030935808197989174, 0.02474864655839134, 0.8863636363636364, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.2552204176334107, 0.24167312161115415, 0.07513555383423702, 0.002320185614849188, 0.02397525135344161, 0.8863636363636364, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.2505800464037123, 0.24167312161115415, 0.07513555383423702, 0.0015467904098994587, 0.02320185614849188, 0.8863636363636364, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.2459396751740139, 0.24167312161115415, 0.07513555383423702, 7.733952049497294E-4, 0.02242846094354215, 0.8863636363636364, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.24129930394431554, 0.22308288148721922, 0.07513555383423702, 0.0030935808197989174, 0.02165506573859242, 0.8818181818181818, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.23665893271461716, 0.22308288148721922, 0.07513555383423702, 0.002320185614849188, 0.02088167053364269, 0.8818181818181818, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.23201856148491878, 0.22308288148721922, 0.07513555383423702, 0.0015467904098994587, 0.020108275328692964, 0.8818181818181818, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.2273781902552204, 0.22308288148721922, 0.07513555383423702, 7.733952049497294E-4, 0.019334880123743233, 0.8818181818181818, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.22273781902552203, 0.20449264136328427, 0.07513555383423702, 0.0030935808197989174, 0.018561484918793503, 0.8772727272727273, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.21809744779582366, 0.20449264136328427, 0.07513555383423702, 0.002320185614849188, 0.017788089713843776, 0.8772727272727273, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.21345707656612528, 0.20449264136328427, 0.07513555383423702, 0.0015467904098994587, 0.017014694508894045, 0.8772727272727273, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.2088167053364269, 0.20449264136328427, 0.07513555383423702, 7.733952049497294E-4, 0.016241299303944315, 0.8772727272727273, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.20417633410672853, 0.1185127807900852, 0.07513555383423702, 0.0030935808197989174, 0.015467904098994586, 0.8727272727272727, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.19953596287703015, 0.1185127807900852, 0.07513555383423702, 0.002320185614849188, 0.014694508894044857, 0.8727272727272727, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.19489559164733178, 0.1185127807900852, 0.07513555383423702, 0.0015467904098994587, 0.013921113689095127, 0.8727272727272727, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.1902552204176334, 0.1185127807900852, 0.07513555383423702, 7.733952049497294E-4, 0.013147718484145398, 0.8727272727272727, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.11832946635730858, 0.11541440743609604, 0.07513555383423702, 0.0030935808197989174, 0.01237432327919567, 0.8681818181818182, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.04021655065738593, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.11910286156225831, 0.12161115414407436, 0.07513555383423702, 0.002320185614849188, 0.013147718484145398, 0.8681818181818182, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.038669760247486466, 1.0, 1.0, 1.0, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.11987625676720805, 0.12161115414407436, 0.07513555383423702, 0.0015467904098994587, 0.013921113689095127, 0.8681818181818182, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.037122969837587005, 1.0, 1.0, 1.0, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.12064965197215777, 0.12161115414407436, 0.07513555383423702, 7.733952049497294E-4, 0.014694508894044857, 0.8681818181818182, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.03557617942768755, 1.0, 1.0, 1.0, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.1214230471771075, 0.12470952749806352, 0.07513555383423702, 0.0030935808197989174, 0.015467904098994586, 0.8636363636363636, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.03402938901778809, 1.0, 1.0, 1.0, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.12219644238205724, 0.12470952749806352, 0.07513555383423702, 0.002320185614849188, 0.016241299303944315, 0.8636363636363636, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.03248259860788863, 1.0, 1.0, 1.0, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.12296983758700696, 0.12470952749806352, 0.07513555383423702, 0.0015467904098994587, 0.017014694508894045, 0.8636363636363636, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.030935808197989172, 1.0, 1.0, 1.0, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.12374323279195669, 0.12470952749806352, 0.07513555383423702, 7.733952049497294E-4, 0.017788089713843776, 0.8636363636363636, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.029389017788089715, 1.0, 1.0, 1.0, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.12451662799690642, 0.12780790085205268, 0.07513555383423702, 0.0030935808197989174, 0.018561484918793503, 0.8590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.027842227378190254, 1.0, 1.0, 1.0, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.12529002320185614, 0.12780790085205268, 0.07513555383423702, 0.002320185614849188, 0.019334880123743233, 0.8590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.026295436968290797, 1.0, 1.0, 1.0, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.12606341840680588, 0.12780790085205268, 0.07513555383423702, 0.0015467904098994587, 0.020108275328692964, 0.8590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02474864655839134, 1.0, 1.0, 1.0, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.1268368136117556, 0.12780790085205268, 0.07513555383423702, 7.733952049497294E-4, 0.02088167053364269, 0.8590909090909091, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02320185614849188, 1.0, 1.0, 1.0, 0.3333333333333333;0.0, 1.0, 0.0, 0.0
0.0, 0.12761020881670534, 0.09450038729666925, 0.07513555383423702, 0.0030935808197989174, 0.02165506573859242, 0.8545454545454545, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.12838360402165508, 0.13090627420604184, 0.07513555383423702, 0.002320185614849188, 0.02242846094354215, 0.8545454545454545, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.12915699922660479, 0.13090627420604184, 0.07513555383423702, 0.0015467904098994587, 0.02320185614849188, 0.8545454545454545, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.12993039443155452, 0.13090627420604184, 0.07513555383423702, 7.733952049497294E-4, 0.02397525135344161, 0.8545454545454545, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.13070378963650425, 0.13400464756003097, 0.07513555383423702, 0.0030935808197989174, 0.02474864655839134, 0.85, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.131477184841454, 0.13400464756003097, 0.07513555383423702, 0.002320185614849188, 0.025522041763341066, 0.85, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.13225058004640372, 0.13400464756003097, 0.07513555383423702, 0.0015467904098994587, 0.026295436968290797, 0.85, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.13302397525135345, 0.13400464756003097, 0.07513555383423702, 7.733952049497294E-4, 0.027068832173240527, 0.85, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.13379737045630316, 0.13710302091402013, 0.07513555383423702, 0.0030935808197989174, 0.027842227378190254, 0.8454545454545455, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.1345707656612529, 0.13710302091402013, 0.07513555383423702, 0.002320185614849188, 0.028615622583139984, 0.8454545454545455, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.13534416086620263, 0.13710302091402013, 0.07513555383423702, 0.0015467904098994587, 0.029389017788089715, 0.8454545454545455, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.13611755607115236, 0.13710302091402013, 0.07513555383423702, 7.733952049497294E-4, 0.030162412993039442, 0.8454545454545455, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.1368909512761021, 0.09527498063516654, 0.07513555383423702, 0.0030935808197989174, 0.030935808197989172, 0.8409090909090909, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.13766434648105183, 0.1402013942680093, 0.07513555383423702, 0.002320185614849188, 0.0317092034029389, 0.8409090909090909, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.13843774168600154, 0.1402013942680093, 0.07513555383423702, 0.0015467904098994587, 0.03248259860788863, 0.8409090909090909, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.13921113689095127, 0.1402013942680093, 0.07513555383423702, 7.733952049497294E-4, 0.033255993812838364, 0.8409090909090909, 1.0, 0.0, 0.0, 0.0, 0.0, 0.030935808197989172, 0.02474864655839134, 0.009280742459396751, 0.02165506573859242, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
