inputs;outputs
0.0, 0.9651972157772621, 0.9876065065840434, 0.8892331525948877, 0.02088167053364269, 0.03944315545243619, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9659706109822119, 0.9876065065840434, 0.8892331525948877, 0.020108275328692964, 0.038669760247486466, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9667440061871616, 0.9876065065840434, 0.8892331525948877, 0.019334880123743233, 0.03789636504253674, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9675174013921114, 0.9876065065840434, 0.8892331525948877, 0.018561484918793503, 0.037122969837587005, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9682907965970611, 0.9876065065840434, 0.8892331525948877, 0.017788089713843776, 0.03634957463263728, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9690641918020109, 0.9876065065840434, 0.8892331525948877, 0.017014694508894045, 0.03557617942768755, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9698375870069605, 0.9876065065840434, 0.8892331525948877, 0.016241299303944315, 0.03480278422273782, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9706109822119103, 0.9876065065840434, 0.8892331525948877, 0.015467904098994586, 0.03402938901778809, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.97138437741686, 0.9876065065840434, 0.8892331525948877, 0.014694508894044857, 0.033255993812838364, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9721577726218097, 0.9876065065840434, 0.8892331525948877, 0.013921113689095127, 0.03248259860788863, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9729311678267595, 0.9876065065840434, 0.8892331525948877, 0.013147718484145398, 0.0317092034029389, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9737045630317092, 0.9876065065840434, 0.8892331525948877, 0.01237432327919567, 0.030935808197989172, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.974477958236659, 0.9876065065840434, 0.8892331525948877, 0.01160092807424594, 0.030162412993039442, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9752513534416086, 0.9876065065840434, 0.8892331525948877, 0.01082753286929621, 0.029389017788089715, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9760247486465584, 0.9876065065840434, 0.8892331525948877, 0.010054137664346482, 0.028615622583139984, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9767981438515081, 0.9876065065840434, 0.8892331525948877, 0.009280742459396751, 0.027842227378190254, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9775715390564579, 0.9876065065840434, 0.8892331525948877, 0.008507347254447023, 0.027068832173240527, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9783449342614076, 0.9876065065840434, 0.8892331525948877, 0.007733952049497293, 0.026295436968290797, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.9791183294663574, 0.9876065065840434, 0.8892331525948877, 0.0069605568445475635, 0.025522041763341066, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.979891724671307, 0.9876065065840434, 0.8892331525948877, 0.006187161639597835, 0.02474864655839134, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.9806651198762568, 0.9876065065840434, 0.8892331525948877, 0.005413766434648105, 0.02397525135344161, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.9814385150812065, 0.9876065065840434, 0.8892331525948877, 0.004640371229698376, 0.02320185614849188, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.9822119102861562, 0.9876065065840434, 0.8892331525948877, 0.0038669760247486465, 0.02242846094354215, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.982985305491106, 0.9876065065840434, 0.8892331525948877, 0.0030935808197989174, 0.02165506573859242, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.9195668986852281, 0.9876065065840434, 0.8892331525948877, 0.0038669760247486465, 0.02242846094354215, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.9149265274555298, 0.9876065065840434, 0.8892331525948877, 0.004640371229698376, 0.02320185614849188, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.9102861562258314, 0.9876065065840434, 0.8892331525948877, 0.005413766434648105, 0.02397525135344161, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.905645784996133, 0.9876065065840434, 0.8892331525948877, 0.006187161639597835, 0.02474864655839134, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.9010054137664346, 0.9876065065840434, 0.8892331525948877, 0.0069605568445475635, 0.025522041763341066, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.8963650425367363, 0.9876065065840434, 0.8892331525948877, 0.007733952049497293, 0.026295436968290797, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.8917246713070379, 0.9876065065840434, 0.8892331525948877, 0.008507347254447023, 0.027068832173240527, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.8870843000773395, 0.9876065065840434, 0.8892331525948877, 0.009280742459396751, 0.027842227378190254, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.8824439288476411, 0.9876065065840434, 0.8892331525948877, 0.010054137664346482, 0.028615622583139984, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.8778035576179428, 0.9876065065840434, 0.8892331525948877, 0.01082753286929621, 0.029389017788089715, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.8731631863882444, 0.9876065065840434, 0.8892331525948877, 0.01160092807424594, 0.030162412993039442, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.868522815158546, 0.9876065065840434, 0.8892331525948877, 0.01237432327919567, 0.030935808197989172, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.8453209590100541, 0.9876065065840434, 0.8892331525948877, 0.013147718484145398, 0.0317092034029389, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.8406805877803558, 0.9876065065840434, 0.8892331525948877, 0.013921113689095127, 0.03248259860788863, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.8360402165506574, 0.9876065065840434, 0.8892331525948877, 0.014694508894044857, 0.033255993812838364, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.831399845320959, 0.9876065065840434, 0.8892331525948877, 0.015467904098994586, 0.03402938901778809, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.8267594740912606, 0.9876065065840434, 0.8892331525948877, 0.016241299303944315, 0.033255993812838364, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.8221191028615623, 0.7931835786212239, 0.8892331525948877, 0.017014694508894045, 0.03248259860788863, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.8174787316318639, 0.7931835786212239, 0.8892331525948877, 0.016241299303944315, 0.0317092034029389, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.8128383604021655, 0.7931835786212239, 0.8892331525948877, 0.015467904098994586, 0.030935808197989172, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.8081979891724671, 0.7931835786212239, 0.8892331525948877, 0.014694508894044857, 0.030162412993039442, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.8035576179427688, 0.7931835786212239, 0.8892331525948877, 0.013921113689095127, 0.029389017788089715, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.7989172467130704, 0.7931835786212239, 0.8892331525948877, 0.013147718484145398, 0.028615622583139984, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.7795823665893271, 0.7931835786212239, 0.8892331525948877, 0.01237432327919567, 0.027842227378190254, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;0.0, 1.0, 0.0, 0.0
0.0, 0.7803557617942769, 0.7931835786212239, 0.8892331525948877, 0.01160092807424594, 0.027068832173240527, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7811291569992266, 0.7931835786212239, 0.8892331525948877, 0.01082753286929621, 0.026295436968290797, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;0.0, 1.0, 0.0, 0.0
0.0, 0.7819025522041764, 0.7931835786212239, 0.8892331525948877, 0.010054137664346482, 0.025522041763341066, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.782675947409126, 0.7931835786212239, 0.8892331525948877, 0.009280742459396751, 0.02474864655839134, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.7834493426140758, 0.7931835786212239, 0.8892331525948877, 0.008507347254447023, 0.02397525135344161, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.7842227378190255, 0.7931835786212239, 0.8892331525948877, 0.007733952049497293, 0.02320185614849188, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.7849961330239753, 0.7931835786212239, 0.8892331525948877, 0.0069605568445475635, 0.02242846094354215, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.785769528228925, 0.7931835786212239, 0.8892331525948877, 0.006187161639597835, 0.02165506573859242, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.7865429234338747, 0.7931835786212239, 0.8892331525948877, 0.005413766434648105, 0.02088167053364269, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.7873163186388245, 0.7931835786212239, 0.8892331525948877, 0.004640371229698376, 0.020108275328692964, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.7880897138437741, 0.7931835786212239, 0.8892331525948877, 0.0038669760247486465, 0.019334880123743233, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.7888631090487239, 0.7931835786212239, 0.8892331525948877, 0.0030935808197989174, 0.018561484918793503, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 1.0, 1.0, 1.0, 1.0;1.0, 0.0, 0.0, 0.0
0.0, 0.7169373549883991, 0.7931835786212239, 0.8892331525948877, 0.0038669760247486465, 0.019334880123743233, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.7138437741686001, 0.7931835786212239, 0.8892331525948877, 0.004640371229698376, 0.020108275328692964, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.7107501933488012, 0.7931835786212239, 0.8892331525948877, 0.005413766434648105, 0.02088167053364269, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.7076566125290024, 0.7931835786212239, 0.8892331525948877, 0.006187161639597835, 0.02165506573859242, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.7045630317092034, 0.7931835786212239, 0.8892331525948877, 0.0069605568445475635, 0.02242846094354215, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.7014694508894045, 0.7931835786212239, 0.8892331525948877, 0.007733952049497293, 0.02320185614849188, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.6983758700696056, 0.7931835786212239, 0.8892331525948877, 0.008507347254447023, 0.02397525135344161, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.6952822892498066, 0.7931835786212239, 0.8892331525948877, 0.009280742459396751, 0.02474864655839134, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.6921887084300077, 0.7931835786212239, 0.8892331525948877, 0.010054137664346482, 0.025522041763341066, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.6890951276102089, 0.7931835786212239, 0.8892331525948877, 0.01082753286929621, 0.026295436968290797, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.6860015467904099, 0.7931835786212239, 0.8892331525948877, 0.01160092807424594, 0.027068832173240527, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.682907965970611, 0.7931835786212239, 0.8892331525948877, 0.01237432327919567, 0.027842227378190254, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.625676720804331, 0.7931835786212239, 0.8892331525948877, 0.013147718484145398, 0.028615622583139984, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.6225831399845321, 0.7931835786212239, 0.8892331525948877, 0.013921113689095127, 0.029389017788089715, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.6194895591647331, 0.7931835786212239, 0.8892331525948877, 0.014694508894044857, 0.030162412993039442, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.6163959783449343, 0.7931835786212239, 0.8892331525948877, 0.015467904098994586, 0.030935808197989172, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.6133023975251354, 0.7931835786212239, 0.8892331525948877, 0.016241299303944315, 0.0317092034029389, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
0.0, 0.6102088167053364, 0.7931835786212239, 0.8892331525948877, 0.017014694508894045, 0.03248259860788863, 0.29545454545454547, 0.75, 0.0, 0.0, 0.0, 0.0, 0.010054137664346482, 0.04717710750193349, 0.028615622583139984, 0.040989945862335654, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666;1.0, 0.0, 0.0, 0.0
